Query, response, time
1073, 0, 0.00059994
1074, 0, 0.00021894
1075, 0, 5.994e-05
1076, 0, 0.00021394
1077, 0, 0.00013294
1078, 0, 7.394e-05
1079, 0, 8.594e-05
1080, 0, 0.00020194
1081, 0, 0.00034594
1082, 1, 0.00602794
1083, 0, 7.894e-05
1084, 0, 6.594e-05
1085, 0, 0.00013494
1086, 0, 0.00014994
1087, 0, 0.00013394
1088, 1, 0.00625594
1089, 0, 6.694e-05
1090, 1, 0.0214759
1091, 1, 0.0121539
1092, 0, 8.894e-05
1093, 0, 0.00055194
1094, 0, 8.794e-05
1095, 0, 0.00014994
1096, 1, 0.00446594
1097, 0, 0.00039494
1098, 0, 6.094e-05
1099, 0, 0.00575194
1100, 0, 0.00012094
1101, 1, 0.0228559
1102, 0, 0.0707789
1103, 0, 0.00010094
1104, 0, 0.00307894
1105, 1, 0.00710694
1106, 0, 0.00011094
1107, 0, 0.00011694
1108, 1, 0.00805594
1109, 0, 4.494e-05
1110, 1, 0.00528894
1111, 0, 6.294e-05
1112, 0, 0.00016194
1113, 0, 0.00025294
1114, 0, 3.794e-05
1115, 1, 0.0195309
1116, 1, 0.0583369
1117, 0, 0.00030394
1118, 1, 0.00218394
1119, 0, 0.00040694
1120, 0, 0.00039794
1121, 0, 8.194e-05
1122, 0, 8.694e-05
1123, 0, 0.00013994
1124, 0, 4.794e-05
1125, 0, 9.894e-05
