Query, response, time
756, 0, 9.92e-06
757, 0, 7.492e-05
758, 0, 0.00014992
759, 1, 0.00239892
760, 0, 0.0123309
761, 0, 0.00011592
762, 0, 8.92e-06
763, 1, 0.00097292
764, 0, 9.92e-06
765, 0, 0.00024592
766, 0, 0.00026492
767, 0, 0.0133289
768, 0, 1.192e-05
769, 1, 0.00289292
770, 0, 0.00173092
771, 1, 0.00701292
772, 1, 0.00489692
773, 0, 0.00014892
774, 1, 0.00397292
775, 0, 9.92e-06
776, 0, 7.92e-06
777, 0, 0.00032392
778, 1, 0.00221992
779, 1, 0.00757392
780, 0, 1.492e-05
781, 1, 0.00480492
782, 1, 0.00489392
783, 0, 7.192e-05
784, 0, 8.292e-05
785, 0, 8.92e-06
786, 0, 8.92e-06
787, 0, 7.92e-06
788, 0, 0.00017892
789, 0, 0.00030092
790, 0, 5.292e-05
791, 0, 7.92e-06
792, 0, 8.92e-06
793, 1, 0.00061692
794, 0, 8.92e-06
795, 1, 0.00207892
796, 1, 0.00280292
797, 1, 0.00112092
798, 0, 1.092e-05
799, 1, 0.00888692
800, 1, 0.00254792
801, 1, 0.00053792
802, 1, 0.00108692
803, 0, 9.92e-06
804, 0, 3.492e-05
805, 0, 8.92e-06
806, 0, 0.00010892
807, 0, 8.92e-06
808, 0, 7.92e-06
809, 0, 0.0115089
810, 0, 9.92e-06
811, 0, 0.00013892
812, 0, 8.92e-06
813, 0, 8.92e-06
814, 0, 0.00020692
815, 0, 8.92e-06
816, 0, 0.00906492
817, 0, 1.092e-05
818, 0, 9.92e-06
819, 1, 0.0114479
820, 1, 0.00128292
821, 1, 0.00179292
822, 0, 9.92e-06
823, 0, 8.92e-06
824, 1, 0.00076392
825, 0, 0.00890292
826, 0, 1.192e-05
827, 1, 0.00549692
828, 0, 6.792e-05
829, 1, 0.00966292
830, 0, 0.00015792
831, 0, 0.00010992
832, 1, 0.00565492
833, 1, 0.00153692
834, 1, 0.00416992
835, 1, 0.00206792
836, 0, 0.00012092
837, 0, 3.192e-05
838, 1, 0.00275292
839, 0, 9.92e-06
840, 1, 0.00043692
841, 0, 6.792e-05
842, 0, 8.92e-06
843, 0, 9.092e-05
844, 0, 8.92e-06
845, 0, 0.0106719
846, 0, 1.192e-05
847, 0, 0.00025892
848, 0, 0.00058992
849, 1, 0.00440292
850, 0, 3.292e-05
851, 0, 8.92e-06
852, 0, 0.00012192
853, 0, 8.92e-06
854, 1, 0.00041192
855, 0, 8.92e-06
856, 0, 8.92e-06
857, 1, 0.00094292
858, 0, 9.92e-06
859, 0, 0.00061392
860, 1, 0.00280092
861, 1, 0.00077292
862, 0, 9.92e-06
863, 0, 8.92e-06
864, 0, 0.00012892
865, 0, 7.92e-06
866, 0, 7.92e-06
867, 1, 0.00537692
868, 0, 1.492e-05
869, 0, 1.192e-05
870, 0, 0.00018492
871, 0, 8.92e-06
872, 0, 7.92e-06
873, 1, 0.00446492
874, 0, 0.0113349
875, 0, 0.00018692
876, 0, 9.92e-06
877, 1, 0.0138329
878, 1, 0.00213792
879, 1, 0.00459992
880, 1, 0.00293092
881, 1, 0.00482292
882, 0, 9.92e-06
883, 1, 0.00224092
884, 0, 1.192e-05
885, 1, 0.00195992
886, 0, 1.092e-05
887, 0, 8.92e-06
888, 0, 0.00940192
889, 1, 0.00083492
890, 0, 0.00090192
891, 0, 9.892e-05
892, 0, 9.92e-06
893, 0, 8.92e-06
894, 0, 7.92e-06
895, 0, 0.00011092
896, 0, 7.92e-06
897, 0, 7.92e-06
898, 1, 0.00253592
899, 1, 0.00126692
900, 1, 0.00087792
901, 0, 0.00020792
902, 0, 9.92e-06
903, 0, 8.92e-06
904, 0, 8.92e-06
905, 0, 7.92e-06
906, 1, 0.00073292
907, 1, 0.00664892
908, 0, 1.092e-05
909, 1, 0.00558492
910, 0, 9.092e-05
911, 0, 0.0129449
912, 0, 7.892e-05
913, 0, 2.892e-05
914, 1, 0.00090492
915, 0, 0.00018692
916, 0, 8.92e-06
917, 0, 8.92e-06
918, 0, 6.92e-06
919, 0, 9.492e-05
920, 1, 0.00259492
921, 0, 8.792e-05
922, 1, 0.00238092
923, 1, 0.00044192
924, 0, 9.392e-05
925, 0, 8.92e-06
926, 1, 0.00013592
927, 0, 2.892e-05
928, 1, 0.00145092
929, 0, 8.92e-06
930, 0, 7.92e-06
931, 0, 7.92e-06
932, 0, 8.92e-06
933, 1, 0.00334192
934, 0, 8.92e-06
935, 1, 0.00197792
936, 1, 0.00298192
937, 1, 0.00128692
938, 0, 5.692e-05
939, 0, 5.292e-05
940, 0, 0.00026892
941, 0, 7.092e-05
942, 0, 0.00012492
943, 0, 8.92e-06
944, 0, 7.92e-06
945, 0, 0.00943292
946, 0, 0.00012392
947, 0, 8.92e-06
948, 1, 0.00513292
949, 0, 1.092e-05
950, 1, 0.00377092
951, 1, 0.00838592
952, 0, 8.592e-05
953, 0, 0.00012292
954, 1, 0.00387692
955, 0, 0.00018992
956, 0, 8.92e-06
957, 1, 0.00486492
958, 0, 8.692e-05
959, 1, 0.00148792
960, 1, 0.00360192
961, 1, 0.00196692
962, 1, 0.00199692
963, 0, 3.092e-05
964, 0, 0.00017892
965, 0, 8.92e-06
966, 1, 0.00316792
967, 0, 0.00021992
968, 0, 7.492e-05
969, 0, 0.00012592
970, 0, 8.92e-06
971, 0, 7.92e-06
972, 1, 0.00564292
973, 0, 0.00016192
974, 0, 9.92e-06
975, 1, 0.00117592
976, 0, 9.92e-06
977, 0, 8.92e-06
978, 0, 0.00033192
979, 1, 0.00258492
980, 0, 9.92e-06
981, 1, 0.00094992
982, 1, 0.00868492
983, 1, 0.0105219
984, 1, 0.00344592
985, 0, 0.00014892
986, 1, 0.00291392
987, 0, 9.92e-06
988, 0, 5.892e-05
989, 1, 0.00230292
990, 0, 6.392e-05
991, 0, 0.00031792
992, 1, 0.00398792
993, 1, 0.00178792
994, 0, 8.92e-06
995, 0, 8.92e-06
996, 0, 7.92e-06
997, 0, 9.692e-05
998, 0, 7.92e-06
999, 0, 0.00955292
1000, 0, 1.192e-05
1001, 0, 0.00068192
1002, 0, 9.92e-06
1003, 0, 8.92e-06
1004, 0, 8.92e-06
1005, 0, 0.00016792
1006, 0, 8.92e-06
1007, 0, 0.0124709
1008, 0, 0.00036292
1009, 0, 7.792e-05
1010, 1, 0.00109492
1011, 0, 8.92e-06
1012, 1, 0.00187492
1013, 0, 0.00013192
1014, 0, 0.00015192
1015, 0, 2.892e-05
1016, 1, 0.00589792
1017, 0, 1.192e-05
1018, 1, 0.00119592
1019, 1, 0.00738292
1020, 0, 9.992e-05
1021, 1, 0.00078292
1022, 0, 0.00011692
1023, 0, 7.992e-05
1024, 0, 0.0143239
1025, 0, 0.0113069
1026, 0, 8.492e-05
1027, 0, 9.92e-06
1028, 0, 2.992e-05
1029, 0, 0.00010092
1030, 0, 8.492e-05
1031, 0, 0.00032692
1032, 0, 0.00073292
1033, 0, 0.00013692
1034, 0, 5.992e-05
1035, 0, 8.92e-06
1036, 1, 0.00220892
1037, 0, 3.192e-05
1038, 0, 8.92e-06
1039, 0, 0.00025492
1040, 0, 8.92e-06
1041, 0, 7.92e-06
1042, 1, 0.00117792
1043, 0, 8.92e-06
1044, 0, 8.192e-05
1045, 0, 0.0106229
1046, 0, 1.192e-05
1047, 0, 0.0168569
1048, 0, 0.0168329
1049, 0, 1.292e-05
1050, 1, 0.00422992
1051, 0, 0.00036092
1052, 0, 0.0121219
1053, 0, 0.00041192
1054, 0, 0.00032592
1055, 0, 9.392e-05
1056, 0, 8.92e-06
1057, 0, 0.00015792
1058, 0, 9.892e-05
1059, 1, 0.00542792
1060, 0, 1.292e-05
1061, 1, 0.00110292
1062, 1, 0.00256992
1063, 1, 0.00256992
1064, 0, 9.92e-06
1065, 0, 0.00013292
1066, 0, 3.092e-05
1067, 0, 8.92e-06
1068, 0, 8.92e-06
1069, 0, 0.00016392
1070, 0, 8.92e-06
1071, 1, 0.00212892
1072, 0, 1.092e-05
1073, 0, 0.00015892
1074, 1, 0.00223292
1075, 0, 0.00012892
1076, 0, 8.92e-06
1077, 0, 8.92e-06
1078, 0, 0.00035092
1079, 1, 0.00354092
1080, 0, 6.692e-05
1081, 0, 5.492e-05
1082, 0, 8.92e-06
1083, 0, 8.92e-06
1084, 0, 6.592e-05
1085, 0, 0.0148519
1086, 0, 1.192e-05
1087, 0, 8.92e-06
1088, 1, 0.00095192
1089, 0, 1.292e-05
1090, 1, 0.00238492
1091, 1, 0.00369892
1092, 0, 9.92e-06
1093, 1, 0.00292092
1094, 0, 2.892e-05
1095, 0, 8.92e-06
1096, 0, 0.0119289
1097, 0, 1.192e-05
1098, 0, 8.92e-06
1099, 0, 0.00018992
1100, 0, 3.692e-05
1101, 1, 0.00652592
1102, 0, 2.792e-05
1103, 0, 0.0110019
1104, 0, 9.92e-06
1105, 0, 0.00046892
1106, 1, 0.00205892
1107, 1, 0.00118392
1108, 1, 0.00455292
1109, 1, 0.00246392
1110, 1, 0.00121792
1111, 0, 0.00015792
1112, 0, 0.00037392
1113, 1, 0.00073692
